date,title,link,sentiment,recommendation
22.3.2017,Постапка за избор на најтранспарентни котирани друштва за 2016 година,https://www.mse.mk/mk/news/22/3/2017/procedure-for-selection-of-the-most-transparent-listed-companies-for-2016,Positive,Buy
21.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
17.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/17/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.3.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.3.2017,Обука - Како до „свежи пари“? – Пристапи на финансирање,https://www.mse.mk/mk/news/15/3/2017/training-access-to-finance,Neutral,Hold
15.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/15/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.3.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/14/3/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
13.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/13/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/8/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.3.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/7/3/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
06.3.2017,Билтен за Февруари 2017 година,https://www.mse.mk/mk/news/6/3/2017/bulletin-for-february-2017,Neutral,Hold
06.3.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/6/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.3.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/3/3/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.3.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/2/3/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
01.3.2017,Организирање јавна берзанска аукција на акции при продажба на големи пакети на акции,https://www.mse.mk/mk/news/1/3/2017/public-auctions-for-big-packages-of-shares,Positive,Buy
01.3.2017,Откуп на сопствени акции,https://www.mse.mk/mk/news/1/3/2017/share-buy-backs,Negative,Sell
28.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/28/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.2.2017,Откуп на сопствени акции,https://www.mse.mk/mk/news/27/2/2017/share-buy-backs,Negative,Sell
23.2.2017,Исклучување од котација на акциите издадени од РЖ КПОР АД Скопје,https://www.mse.mk/mk/news/23/2/2017/delisting-of-shares-issued-by-rz-kpor-ad-skopje,Negative,Sell
23.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/23/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.2.2017,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/20/2/2017/block-trade,Positive,Buy
20.2.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/20/2/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
17.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/17/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.2.2017,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/15/2/2017/block-trade,Positive,Buy
15.2.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/15/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.2.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/13/2/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
10.2.2017,БЛОК ТРАНСАКЦИИ,https://www.mse.mk/mk/news/10/2/2017/block-trades,Positive,Buy
10.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/10/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
09.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/9/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
08.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/8/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
07.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/7/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.2.2017,Билтен за Јануари 2017,https://www.mse.mk/mk/news/6/2/2017/bulletin-for-january-2017,Neutral,Hold
06.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/6/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/3/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/2/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.2.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/1/2/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
31.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/31/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
30.1.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/30/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.1.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.1.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/26/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
25.1.2017,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/25/1/2017/block-trade,Positive,Buy
25.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/25/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
24.1.2017,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/24/1/2017/block-trade,Positive,Buy
24.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/24/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/23/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
18.1.2017,Јавна опомена за котираното друштво Агроплод АД Ресен,https://www.mse.mk/mk/news/18/1/2017/mse-board-of-directors-decision-–-public-warning-for-the-listed-company-agroplod-ad-resen,Positive,Buy
18.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/18/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
17.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/17/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.1.2017,ГОДИШЕН БИЛТЕН ЗА 2016 ГОДИНА,https://www.mse.mk/mk/news/16/1/2017/annual-bulletin-for-2016,Positive,Buy
16.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/16/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.1.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.1.2017,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/1/2017/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
10.1.2017,Откуп на сопствени акции,https://www.mse.mk/mk/news/10/1/2017/share-buy-back,Negative,Sell
09.1.2017,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/9/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.1.2017,Билтен за Декември 2016,https://www.mse.mk/mk/news/5/1/2017/bulletin-for-december-2016,Neutral,Hold
05.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/5/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
04.1.2017,Шпаркасе банка Македонија АД Скопје - нова членка на Берзата,https://www.mse.mk/mk/news/4/1/2017/sparkase-banka-makedonija-ad-skopje--new-member-of-mse,Negative,Sell
04.1.2017,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/4/1/2017/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.1.2017,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/3/1/2017/block-trade,Positive,Buy
03.1.2017,ОТКУП НА СОПСТВЕНИ АКЦИИ,https://www.mse.mk/mk/news/3/1/2017/share-buy-back,Negative,Sell
29.12.2016,Исклучување од котација на акциите издадени од ЕМО АД Охрид,https://www.mse.mk/mk/news/29/12/2016/delisting-of-shares-issued-by-emo-ad-ohrid,Negative,Sell
29.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/29/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/28/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.12.2016,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/26/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/23/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.12.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/22/12/2016/block-trade,Positive,Buy
22.12.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/22/12/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
21.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.12.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ,https://www.mse.mk/mk/news/20/12/2016/share-buy-back,Negative,Sell
19.12.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ,https://www.mse.mk/mk/news/19/12/2016/share-buy-back,Negative,Sell
16.12.2016,Редовна ревизија на индексите МБИ10 и ОМБ,https://www.mse.mk/mk/news/16/12/2016/regular-revision-of-mbi10-and-omb,Positive,Buy
16.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/16/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/15/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/14/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.12.2016,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/13/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.12.2016,Преглед на финансиски резултати на котираните друштва,https://www.mse.mk/mk/news/12/12/2016/summary-of-financial-data-of-listed-mse-companies,Positive,Buy
12.12.2016,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/12/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
09.12.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/9/12/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
07.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/7/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.12.2016,Билтен за Ноември 2016,https://www.mse.mk/mk/news/6/12/2016/bulletin-for-november-2016,Neutral,Hold
05.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/5/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
02.12.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/2/12/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.12.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ,https://www.mse.mk/mk/news/1/12/2016/share-buy-backs,Negative,Sell
29.11.2016,30.11.2016 (среда) е неработен и нетрговски ден,"https://www.mse.mk/mk/news/29/11/2016/november-30,-2016-(wednesday)-non-working-and-non-trading-day",Negative,Sell
29.11.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/29/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
28.11.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/28/11/2016/block-trade,Positive,Buy
25.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/25/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
24.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/24/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
23.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/23/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/22/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
18.11.2016,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/18/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
17.11.2016,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/17/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.11.2016,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/16/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
15.11.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/15/11/2016/block-trade,Positive,Buy
15.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/15/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
14.11.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/14/11/2016/block-trade,Positive,Buy
14.11.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/14/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
11.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/11/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
10.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/10/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
09.11.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/9/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
08.11.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/8/11/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
07.11.2016,Јавна опомена за котираното друштво Современ дом АД Прилеп,https://www.mse.mk/mk/news/7/11/2016/mse-board-of-directors-decision-–-public-warning-for-the-listed-company-sovremen-dom-ad-prilep,Positive,Buy
07.11.2016,Билтен за Октомври 2016,https://www.mse.mk/mk/news/7/11/2016/bulletin-for-october-2016,Neutral,Hold
07.11.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/7/11/2016/block-trade,Positive,Buy
07.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/7/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
04.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/4/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.11.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/3/11/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
01.11.2016,Одржана втората дебата на тема „Државите и пазарот на капитал“,"https://www.mse.mk/mk/news/1/11/2016/debate-""states-and-the-capital-market""",Neutral,Hold
01.11.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/1/11/2016/block-trade,Positive,Buy
31.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/31/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.10.2016,Блок трансакција,https://www.mse.mk/mk/news/28/10/2016/block-trade,Positive,Buy
28.10.2016,Откуп на сопствени акции,https://www.mse.mk/mk/news/28/10/2016/share-buy-backs,Negative,Sell
27.10.2016,Нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/27/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/26/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
25.10.2016,Откуп на сопствени акции и нетрговски трансфер на акции на котирани друштва,https://www.mse.mk/mk/news/25/10/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
21.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.10.2016,БЛОК ТРАНСАКЦИЈА,https://www.mse.mk/mk/news/20/10/2016/block-trade,Positive,Buy
20.10.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/20/10/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
14.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/14/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/13/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
12.10.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/12/10/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
10.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/10/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
06.10.2016,Билтен за Септември 2016,https://www.mse.mk/mk/news/6/10/2016/bulletin-for-september-2016,Neutral,Hold
06.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/6/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
05.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/5/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
04.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/4/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
03.10.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/3/10/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
30.9.2016,ОТКУП НА СОПСТВЕНИ АКЦИИ И НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/30/9/2016/share-buy-backs-and-non-trade-transfers-of-listed-companies-share,Negative,Sell
29.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/29/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
28.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/28/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
27.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/27/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
26.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/26/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
22.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/22/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
21.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/21/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
20.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/20/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
19.9.2016,Укината суспензијата од котација на акциите на Топлификација АД Скопје,https://www.mse.mk/mk/news/19/9/2016/termination-of-the-suspension-of-listing-of-the-shares-issued-by-toplifikacija-ad-skopje,Negative,Sell
19.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/19/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
16.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/16/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
15.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/15/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
13.9.2016,НЕТРГОВСКИ ТРАНСФЕР НА АКЦИИ НА КОТИРАНИ ДРУШТВА,https://www.mse.mk/mk/news/13/9/2016/non-trade-transfers-of-listed-companies-share,Negative,Sell
